ask.fmt,postMarketChangePercent.fmt,averageDailyVolume10Day.raw,marketCap.fmt,financialCurrency,fiftyTwoWeekChangePercent.fmt,fiftyTwoWeekRange.raw,fiftyTwoWeekLow.fmt,regularMarketChangePercent.fmt,Name,market,bidSize.fmt,exchangeDataDelayedBy,sharesOutstanding.longFmt,region,sharesOutstanding.raw,marketCap.raw,fiftyTwoWeekChangePercent.raw,quoteType,hasPrePostMarketData,fiftyTwoWeekLow.raw,fiftyTwoWeekHighChangePercent.raw,message,trailingAnnualDividendYield.raw,twoHundredDayAverageChange.fmt,sourceInterval,fiftyTwoWeekHighChange.fmt,priceHint,earningsTimestampStart.raw,regularMarketDayHigh.fmt,fiftyDayAverageChange.fmt,dividendRate.fmt,epsForward.raw,fiftyTwoWeekLowChangePercent.raw,twoHundredDayAverageChange.raw,askSize.fmt,regularMarketOpen.raw,dividendYield.fmt,forwardPE.raw,fullExchangeName,averageDailyVolume3Month.raw,bookValue.fmt,nameChangeDate,fiftyTwoWeekHighChange.raw,marketState,bookValue.raw,postMarketPrice.fmt,postMarketPrice.raw,earningsTimestampEnd.raw,epsTrailingTwelveMonths.raw,ask.raw,trailingAnnualDividendRate.fmt,fiftyTwoWeekRange.fmt,dividendYield.raw,fiftyDayAverage.fmt,epsCurrentYear.fmt,postMarketChangePercent.raw,dividendDate.longFmt,regularMarketChangePercent.raw,exchangeTimezoneName,header,exchange,bidSize.longFmt,regularMarketDayLow.raw,trailingPE.raw,regularMarketChange.fmt,regularMarketDayLow.fmt,trailingPE.fmt,regularMarketPreviousClose.raw,earningsTimestampEnd.longFmt,meta.amount,tradeable,triggerable,epsForward.fmt,bid.raw,typeDisp,meta.eventType,averageDailyVolume10Day.fmt,regularMarketDayHigh.raw,earningsTimestamp.longFmt,Name,fiftyTwoWeekLowChange.raw,earningsCallTimestampStart.fmt,epsTrailingTwelveMonths.fmt,averageDailyVolume3Month.fmt,messageBoardId,fiftyTwoWeekLowChange.fmt,customPriceAlertConfidence,earningsTimestampEnd.fmt,prevName,regularMarketDayRange.raw,regularMarketPrice.fmt,earningsCallTimestampStart.raw,priceEpsCurrentYear.raw,language,exchangeTimezoneShortName,ipoExpectedDate,forwardPE.fmt,trailingAnnualDividendYield.fmt,meta.dateEpochMs,postMarketTime.fmt,fiftyDayAverageChangePercent.raw,dividendRate.raw,fiftyTwoWeekHighChangePercent.fmt,earningsTimestampStart.longFmt,bid.fmt,postMarketTime.raw,currency,Ticker,regularMarketTime.fmt,earningsTimestampStart.fmt,gmtOffSetMilliseconds,fiftyDayAverage.raw,postMarketChange.fmt,askSize.longFmt,bidSize.raw,regularMarketChange.raw,twoHundredDayAverageChangePercent.fmt,epsCurrentYear.raw,regularMarketPreviousClose.fmt,averageDailyVolume3Month.longFmt,regularMarketOpen.fmt,earningsCallTimestampEnd.raw,earningsTimestamp.raw,askSize.raw,fiftyTwoWeekHigh.fmt,meta.splitRatio,fiftyDayAverageChange.raw,regularMarketVolume.raw,averageDailyVolume10Day.longFmt,twoHundredDayAverageChangePercent.raw,sharesOutstanding.fmt,postMarketChange.raw,fiftyTwoWeekHigh.raw,fiftyTwoWeekLowChangePercent.fmt,twoHundredDayAverage.fmt,averageAnalystRating,earningsCallTimestampEnd.longFmt,firstTradeDateMilliseconds,earningsTimestamp.fmt,earningsCallTimestampEnd.fmt,priceToBook.raw,regularMarketPrice.raw,priceEpsCurrentYear.fmt,cryptoTradeable,regularMarketVolume.fmt,dividendDate.raw,quoteSourceName,earningsCallTimestampStart.longFmt,regularMarketVolume.longFmt,trailingAnnualDividendRate.raw,priceToBook.fmt,twoHundredDayAverage.raw,marketCap.longFmt,regularMarketDayRange.fmt,isEarningsDateEstimate,fiftyDayAverageChangePercent.fmt,regularMarketTime.raw,dividendDate.fmt,displayName
28.49,,736,73.773B,AUD,38.26%,15.2601 - 28.725,15.26,-8.95%,ANZ GROUP HLDGS LTD,us_market,200,0,"2,983,751,824",US,2983751824.0,73772687360.0,38.258423,EQUITY,False,15.2601,-0.143255,,0.061413243,2.02,15,-4.11,2,1777665600.0,20.20,-1.63,1.10,,0.6127024,2.021494,200,20.2,4.46%,,OTC Markets OTCPK,224,16.89,2026-03-13,-4.115,CLOSED,16.8899,,,1777665600.0,1.4,28.49,1.66,15.26 - 28.73,4.46,26.24,,,2018-12-17T19:00,-8.953015,America/New_York,,PNK,200,20.2,17.578571,-2.42,20.20,17.58,27.03,2026-05-01T16:00,,False,False,,24.61,Equity,,736,20.2,,ANZ Group Holdings Limited,9.3499,2025-11-09,1.40,224,finmb_384998,9.35,LOW,2026-05-01,Australia and New Zealand Banking Group Limited,20.2 - 20.2,24.61,1762729200.0,,en-US,EDT,,,6.14%,,,-0.062020555,1.1,-14.33%,2026-05-01T16:00,24.61,,USD,ANZGF,4:00PM EDT,2026-05-01,-14400000,26.23725,,200,200,-2.42,8.95%,,27.03,224,20.20,1762729200.0,,200.0,28.73,,-1.6272488,200,736,0.08949214,2.984B,,28.725,61.27%,22.59,,2025-11-09T23:00,1252416600000,,2025-11-09,1.4570838,24.61,,False,200,1545091200.0,Delayed Quote,2025-11-09T23:00,200,1.66,1.46,22.588507,"73,772,687,360",20.20 - 20.20,True,-6.20%,1773432000,2018-12-17,ANZ
25.52,-0.27%,3341990,73.752B,EUR,29.39%,16.47 - 31.18,16.47,-2.74%,"ING Group, N.V.",us_market,"4,500",0,"2,889,964,757",US,2889964757.0,73751904256.0,29.38856,EQUITY,True,16.47,-0.18152662,,0.041387193,0.10,15,-5.66,2,1777552200.0,26.20,-3.29,1.28,2.99993,0.549484,0.10284996,"6,100",26.08,5.03%,8.5068655,NYSE,2565905,21.47,,-5.66,CLOSED,21.467113,25.45,25.45,1777552200.0,2.45,25.52,1.09,16.47 - 31.18,5.03,28.81,2.73,-0.27429348,2026-04-30T20:00,-2.7439,America/New_York,,NYQ,"4,500",25.465,10.4163265,-0.72,25.47,10.42,26.24,2026-04-30T08:30,,False,False,3.00,25.5,Equity,,3.342M,26.2,2026-04-30T08:30,ING Groep N.V.,9.050001,2026-01-29,2.45,2.566M,finmb_383462,9.05,LOW,2026-04-30,,25.465 - 26.2,25.52,1769695200.0,9.347951,en-US,EDT,,8.51,4.14%,,6:26PM EDT,-0.11411033,1.28,-18.15%,2026-04-30T08:30,25.50,1773440819.0,USD,ING,4:00PM EDT,2026-04-30,-14400000,28.8072,-0.07,"6,100",4500,-0.719999,0.40%,2.73001,26.24,"2,565,905",26.08,1769695200.0,1777552200.0,6100.0,31.18,,-3.287199,2433872,"3,341,990",0.004046479,2.89B,-0.069999695,31.18,54.95%,25.42,3.0 - Hold,2026-01-29T14:00,769267800000,2026-04-30,2026-01-29,1.1887952,25.52,9.35,False,2.434M,1777593600.0,Delayed Quote,2026-01-29T14:00,"2,433,872",1.086,1.19,25.41715,"73,751,904,256",25.47 - 26.20,False,-11.41%,1773432002,2026-04-30,ING Groep
39.28,,1980,73.483B,JPY,-3.53%,31.68 - 47.26,31.68,3.74%,"Tokio Marine Holdings, Inc.",us_market,100,0,"1,878,404,145",US,1878404145.0,73483165696.0,-3.5303175,EQUITY,False,31.68,-0.17223868,,5.2108197,-1.45,15,-8.14,2,1779307200.0,39.40,-0.13,1.46,,0.23484844,-1.4527512,100,39.0,3.72%,,OTC Markets OTCPK,20125,17.59,,-8.139999,CLOSED,17.58648,,,1779307200.0,3.46,39.28,196.50,31.68 - 47.26,3.72,39.25,,,2019-12-05T19:00,3.7390609,America/New_York,,PNK,100,39.0,11.306358,1.41,39.00,11.31,37.71,2026-05-20T16:00,,False,False,,34.8,Equity,,"1,980",39.4,2026-02-13T16:00,"Tokio Marine Holdings, Inc.",7.4399986,2025-05-20,3.46,"20,125",finmb_323057,7.44,LOW,2026-05-20,,39.0 - 39.4,39.12,1747738740.0,,en-US,EDT,,,521.08%,,,-0.0032258125,1.46,-17.22%,2026-05-20T16:00,34.80,,USD,TKOMF,4:00PM EDT,2026-05-20,-14400000,39.2466,,100,100,1.4099998,-3.58%,,37.71,"20,125",39.00,1747738740.0,1771016400.0,100.0,47.26,,-0.12660217,450,"1,980",-0.035806082,1.878B,,47.26,23.48%,40.57,,2025-05-20T10:59,1270474200000,2026-02-13,2025-05-20,2.224436,39.12,,False,450,1575590400.0,Delayed Quote,2025-05-20T10:59,450,196.5,2.22,40.57275,"73,483,165,696",39.00 - 39.40,True,-0.32%,1773432000,2019-12-05,Tokio Marine
1.21,,396,73.161B,MXN,62.00%,0.6 - 1.33,0.6000,0.00%,AMERICA MOVIL SAB DE CV,us_market,100,0,"60,215,000,000",US,60215000000.0,73161228288.0,62.0,EQUITY,False,0.6,-0.08646617,,0.0,0.19,15,-0.12,4,1777406400.0,1.2100,0.09,0.03,,1.025,0.1936444,100,1.21,2.32%,,OTC Markets OTCPK,6354,0.34,,-0.11500001,CLOSED,0.3366883,,,1777406400.0,0.08,1.21,0.00,0.60 - 1.33,2.32,1.12,,,2023-11-12T19:00,0.0,America/New_York,,PNK,100,1.21,15.187501,0.0000,1.2100,15.19,1.215,2026-04-28T16:00,,False,False,,1.08,Equity,,396,1.21,2026-02-10T16:00,"América Móvil, S.A.B. de C.V.",0.615,2026-02-11,0.0800,"6,354",finmb_813607,0.62,LOW,2026-04-28,,1.21 - 1.21,1.2150,1770822000.0,,en-US,EDT,,,0.00%,,,0.08219327,0.03,-8.65%,2026-04-28T16:00,1.08,,USD,AMXOF,4:00PM EDT,2026-04-28,-14400000,1.12272,,100,100,0.0,18.96%,,1.2150,"6,354",1.2100,1770822000.0,1770757200.0,100.0,1.3300,,0.09228003,1000,396,0.18959548,60.215B,,1.33,102.50%,1.02,,2026-02-11T15:00,1360938600000,2026-02-10,2026-02-11,3.608679,1.215,,False,"1,000",1699833600.0,Delayed Quote,2026-02-11T15:00,"1,000",0.0,3.61,1.0213556,"73,161,228,288",1.21 - 1.21,True,8.22%,1773432000,2023-11-12,"América Móvil, S.A.B. de C.V"
5.94,,0,73.101B,CNY,40.04%,4.38 - 7.21,4.38,0.00%,NONGFU SPRING CO LTD.,us_market,100,0,"5,034,666,400",US,5034666400.0,73101271040.0,40.04376,EQUITY,False,4.38,-0.11234396,,0.11875,0.27,15,-0.81,2,1774382400.0,6.40,0.00,0.11,,0.46118718,0.2720461,100,6.4,1.64%,,OTC Markets OTCPK,0,0.41,,-0.80999994,CLOSED,0.40601984,,,1774382400.0,0.17,5.94,0.76,4.38 - 7.21,1.64,6.40,,,,0.0,America/New_York,,PNK,100,6.35,37.64706,0.00,6.35,37.65,6.4,2026-03-24T16:00,,False,False,,5.17,Equity,,0,6.4,2026-03-24T16:00,"Nongfu Spring Co., Ltd.",2.02,2025-03-26,0.17,0,finmb_6484241,2.02,LOW,2026-03-24,,6.35 - 6.4,6.40,1742950800.0,,en-US,EDT,,,11.87%,,,0.0,0.11,-11.23%,2026-03-24T16:00,5.17,,USD,NNFSF,4:00PM EDT,2026-03-24,-14400000,6.4,,100,100,0.0,4.44%,,6.40,0,6.40,1742950800.0,1774382400.0,100.0,7.21,,0.0,500,0,0.044394277,5.035B,,7.21,46.12%,6.13,,2025-03-26T01:00,1610461800000,2026-03-24,2025-03-26,15.762777,6.4,,False,500,,Delayed Quote,2025-03-26T01:00,500,0.76,15.76,6.127954,"73,101,271,040",6.35 - 6.40,False,0.00%,1773432000,,Nongfu Spring
26.95,,40220,73.091B,EUR,57.05%,12.56 - 24.72,12.56,0.00%,ENI S.p.A.,us_market,700,0,"2,941,154,172",US,2941154172.0,73091260416.0,57.0521,EQUITY,False,12.56,0.0,,0.0,6.21,15,0.00,2,1777060800.0,23.45,3.57,1.23,,0.96815276,6.2094,700,23.45,4.97%,,OTC Markets OTCPK,22191,18.55,,0.0,CLOSED,18.554756,,,1777060800.0,0.9,26.95,0.00,12.56 - 24.72,4.97,21.15,,,2024-05-21T20:00,0.0,America/New_York,,PNK,700,23.45,27.466667,0.00,23.45,27.47,24.72,2026-04-24T16:00,,False,False,,24.7,Equity,,"40,220",23.45,2026-04-24T16:00,Eni S.p.A.,12.159999,2026-02-26,0.90,"22,191",finmb_358534,12.16,LOW,2026-04-24,,23.45 - 23.45,24.72,1772110800.0,,en-US,EDT,,,0.00%,,,0.16899325,1.23,0.00%,2026-04-24T16:00,24.70,,USD,EIPAF,4:00PM EDT,2026-04-24,-14400000,21.1464,,700,700,0.0,33.55%,,24.72,"22,191",23.45,1772110800.0,1777060800.0,700.0,24.72,,3.5735989,1500,"40,220",0.33545107,2.941B,,24.72,96.82%,18.51,,2026-02-26T13:00,1272288600000,2026-04-24,2026-02-26,1.3322729,24.72,,False,"1,500",1716336000.0,Delayed Quote,2026-02-26T13:00,"1,500",0.0,1.33,18.5106,"73,091,260,416",23.45 - 23.45,False,16.90%,1773432000,2024-05-21,
39.38,0.97%,13631050,73.081B,USD,29.31%,26.22 - 43.35,26.22,0.20%,CSX Corporation,us_market,9,0,"1,859,556,799",US,1859556799.0,73080578048.0,29.310917,EQUITY,True,26.22,-0.093425594,,0.013258541,3.68,15,-4.05,2,1776283200.0,39.64,0.30,0.56,2.08723,0.49885586,3.6802483,22,39.415,1.42%,18.828783,NasdaqGS,13571345,7.07,,-4.049999,CLOSED,7.074,39.68,39.68,1776283200.0,1.54,39.38,0.52,26.22 - 43.35,1.42,39.00,1.85,0.96692383,2026-03-12T20:00,0.203972,America/New_York,,NMS,9,38.965,25.51948,0.08,38.97,25.52,39.22,2026-04-15T16:00,,False,True,2.09,39.29,Equity,,13.631M,39.64,2026-01-22T16:00,CSX Corporation,13.08,2026-01-22,1.54,13.571M,finmb_257948,13.08,HIGH,2026-04-15,,38.965 - 39.64,39.30,1769117400.0,21.285583,en-US,EDT,,18.83,1.33%,,7:33PM EDT,0.0075683086,0.56,-9.34%,2026-04-15T16:00,39.29,1773444800.0,USD,CSX,4:00PM EDT,2026-04-15,-14400000,39.0048,0.38,22,9,0.079998,10.33%,1.84632,39.22,"13,571,345",39.42,1769117400.0,1769115600.0,22.0,43.35,,0.29520035,11890141,"13,631,050",0.103320435,1.86B,0.38000107,43.35,49.89%,35.62,1.7 - Buy,2026-01-22T21:30,342109800000,2026-01-22,2026-01-22,5.5555553,39.3,21.29,False,11.89M,1773360000.0,Nasdaq Real Time Price,2026-01-22T21:30,"11,890,141",0.52,5.56,35.61975,"73,080,578,048",38.97 - 39.64,True,0.76%,1773432002,2026-03-12,CSX
81.06,-0.09%,2833520,73.058B,CAD,7.81%,66.49 - 89.42,66.49,0.23%,Canadian Pacific Kansas City Li,us_market,400,0,"897,958,953",US,897958953.0,73057943552.0,7.809806,EQUITY,True,66.49,-0.09013641,"CP announced a cash dividend of $0.228 with an ex-date of Mar. 27, 2026",0.010767525,4.75,15,-8.06,2,1777492800.0,81.61,2.64,0.66,4.328602,0.2236427,4.7453003,600,81.5,0.82%,18.795908,NYSE,2584183,37.49,2026-03-13,-8.059998,CLOSED,37.487362,81.28,81.2828,1777492800.0,3.31,81.06,0.87,66.49 - 89.42,0.82,78.72,5.17,-0.09488919,2026-04-26T20:00,0.23408,America/New_York,Dividend,NYQ,400,80.61,24.580061,0.19,80.61,24.58,81.17,2026-04-29T16:00,0.228,False,False,4.33,81.37,Equity,DIVIDEND,2.834M,81.61,2026-01-28T16:00,Canadian Pacific Kansas City Limited,14.870003,2026-01-28,3.31,2.584M,finmb_884393,14.87,LOW,2026-04-29,Canadian Pacific Railway Limited,80.61 - 81.61,81.36,1769635800.0,15.726693,en-US,EDT,,18.80,1.08%,1774584000000.0,7:53PM EDT,0.033486694,0.66,-9.01%,2026-04-29T16:00,81.37,1773445981.0,USD,CP,4:00PM EDT,2026-04-29,-14400000,78.7238,-0.08,600,400,0.190002,6.19%,5.17337,81.17,"2,584,183",81.50,1769635800.0,1769634000.0,600.0,89.42,,2.6362,2039381,"2,833,520",0.0619372,897.959M,-0.07720184,89.42,22.36%,76.61,1.6 - Buy,2026-01-28T21:30,441642600000,2026-01-28,2026-01-28,2.1703315,81.36,15.73,False,2.039M,1777248000.0,Delayed Quote,2026-01-28T21:30,"2,039,381",0.874,2.17,76.6147,"73,057,943,552",80.61 - 81.61,True,3.35%,1773432002,2026-04-26,Canadian Pacific Kansas City
133.84,0.11%,6822700,72.491B,USD,7.65%,101.59 - 136.14,101.59,0.42%,"EOG Resources, Inc.",us_market,700,0,"536,491,493",US,536491493.0,72491155456.0,7.654965,EQUITY,True,101.59,-0.018657215,,0.029990982,19.13,15,-2.54,2,1777579200.0,134.09,18.04,4.08,11.27771,0.31509018,19.132454,300,133.36,3.05%,11.846377,NYSE,5081541,55.49,,-2.5399933,CLOSED,55.486,133.75,133.75,1777579200.0,9.12,133.84,3.99,101.59 - 136.14,3.05,115.56,9.96,0.11227088,2026-04-29T20:00,0.420936,America/New_York,,NYQ,700,132.77,14.649123,0.56,132.77,14.65,133.04,2026-04-30T16:00,,False,False,11.28,132.0,Equity,,6.823M,134.09,2026-02-24T16:00,"EOG Resources, Inc.",32.01001,2026-02-25,9.12,5.082M,finmb_269660,32.01,LOW,2026-04-30,,132.77 - 134.09,133.60,1772031600.0,13.417966,en-US,EDT,,11.85,3.00%,,7:58PM EDT,0.15613747,4.08,-1.87%,2026-04-30T16:00,132.00,1773446338.0,USD,EOG,4:00PM EDT,2026-04-30,-14400000,115.5572,0.15,300,700,0.560013,16.71%,9.9568,133.04,"5,081,541",133.36,1772031600.0,1771966800.0,300.0,136.14,,18.042809,4132213,"6,822,700",0.16714303,536.491M,0.1499939,136.14,31.51%,114.47,2.2 - Buy,2026-02-25T15:00,623511000000,2026-02-24,2026-02-25,2.4078147,133.6,13.42,False,4.132M,1777507200.0,Nasdaq Real Time Price,2026-02-25T15:00,"4,132,213",3.99,2.41,114.46755,"72,491,155,456",132.77 - 134.09,True,15.61%,1773432002,2026-04-29,EOG Resources
20.72,0.00%,36532,68.808B,USD,-14.81%,18.7 - 22.97,18.70,-1.57%,"Goldman Sachs Group, Inc. (The)",us_market,300,0,"382,900,000",US,382900000.0,68808130560.0,-14.806676,EQUITY,True,18.7,-0.15585546,,0.71065986,-1.09,15,-3.58,2,1752669000.0,19.72,-0.63,1.29,,0.036898322,-1.094881,200,19.69,6.67%,,NYSE,127198,356.47,,-3.58,CLOSED,356.473,19.39,19.39,1752669000.0,51.529,20.72,14.00,18.70 - 22.97,6.67,20.02,,0.0,2026-02-09T19:00,-1.57361,America/New_York,,NYQ,300,19.35,0.37629294,-0.31,19.35,0.38,19.7,2025-07-16T08:30,,False,False,,18.69,Equity,,"36,532",19.72,,"The Goldman Sachs Group, Inc.",0.6899986,2025-10-14,51.53,"127,198",finmb_398625,0.69,LOW,2025-07-16,,19.35 - 19.72,19.39,1760448600.0,,en-US,EDT,,,71.07%,,6:26PM EDT,-0.031594247,1.29,-15.59%,2025-07-16T08:30,18.69,1773440761.0,USD,GS-PD,3:59PM EDT,2025-07-16,-14400000,20.022598,0.00,200,300,-0.310001,-5.34%,,19.70,"127,198",19.69,1760448600.0,,200.0,22.97,,-0.6325989,148479,"36,532",-0.053448252,382.9M,0.0,22.97,3.69%,20.48,,2025-10-14T13:30,1149687000000,,2025-10-14,0.05439402,19.39,,False,"148,479",1770681600.0,Delayed Quote,2025-10-14T13:30,"148,479",14.0,0.05,20.48488,"68,808,130,560",19.35 - 19.72,False,-3.16%,1773431991,2026-02-09,
140.65,0.07%,3760160,72.265B,USD,24.90%,97.46 - 134.6,97.46,1.05%,American Electric Power Company,us_market,1,0,"540,861,473",US,540861473.0,72264507392.0,24.900818,EQUITY,True,97.46,-0.0073551666,,0.028286189,18.83,15,-0.99,2,1778070600.0,134.48,10.20,3.80,6.85987,0.37092143,18.826698,1,133.51,2.84%,19.477045,NasdaqGS,3499955,57.57,,-0.9900055,CLOSED,57.571,133.70,133.7,1778070600.0,6.65,140.65,3.74,97.46 - 134.60,2.84,123.41,6.36,0.06735749,2026-03-09T20:00,1.05128,America/New_York,,NMS,1,133.1,20.091728,1.39,133.10,20.09,132.22,2026-05-06T08:30,,False,True,6.86,125.6,Equity,,3.76M,134.48,2026-02-12T08:30,"American Electric Power Company, Inc.",36.15,2026-02-12,6.65,3.5M,finmb_135470,36.15,HIGH,2026-05-06,,133.1 - 134.48,133.61,1770904800.0,21.012058,en-US,EDT,,19.48,2.83%,,7:43PM EDT,0.082612745,3.8,-0.74%,2026-05-06T08:30,125.60,1773445396.0,USD,AEP,4:00PM EDT,2026-05-06,-14400000,123.4144,0.09,1,1,1.39,16.40%,6.35873,132.22,"3,499,955",133.51,1770904800.0,1770903000.0,1.0,134.60,,10.195602,3528821,"3,760,160",0.16401948,540.861M,0.08999634,134.6,37.09%,114.78,2.1 - Buy,2026-02-12T14:00,-252322200000,2026-02-12,2026-02-12,2.3207865,133.61,21.01,False,3.529M,1773100800.0,Nasdaq Real Time Price,2026-02-12T14:00,"3,528,821",3.74,2.32,114.7833,"72,264,507,392",133.10 - 134.48,True,8.26%,1773432003,2026-03-09,American Electric Power Company
0.67,,0,72.165B,CNY,-2.02%,0.5563 - 0.7,0.5563,0.00%,POSTAL SAVINGS BANK OF CHINA CO,us_market,"2,000",0,"19,856,167,000",US,19856167000.0,72165122048.0,-2.0218492,EQUITY,False,0.5563,-0.14157142,,0.3944084,-0.05,15,-0.10,4,1774555200.0,0.6161,-0.02,0.03,,0.08017259,-0.053179502,"1,000",0.6155,5.49%,,OTC Markets OTCPK,2653,1.23,,-0.09909999,CLOSED,1.2288324,,,1774555200.0,0.11,0.6741,0.24,0.56 - 0.70,5.49,0.62,,,,0.0,America/New_York,,PNK,"2,000",0.6155,5.462727,0.0000,0.6155,5.46,0.6009,2026-03-26T16:00,,False,False,,0.5989,Equity,,0,0.6161,,"Postal Savings Bank of China Co., Ltd.",0.04460001,2025-04-29,0.1100,"2,653",finmb_27620446,0.04,LOW,2026-03-26,,0.6155 - 0.6161,0.6009,1745919000.0,,en-US,EDT,,,39.44%,,,-0.03544874,0.03,-14.16%,2026-03-26T16:00,0.60,,USD,PSBKF,4:00PM EDT,2026-03-26,-14400000,0.622984,,"1,000",2000,0.0,-8.13%,,0.6009,"2,653",0.6155,1745919000.0,,1000.0,0.7000,,-0.022083998,4000,0,-0.08130434,19.856B,,0.7,8.02%,0.65,,2025-04-29T09:30,1611757800000,,2025-04-29,0.4890008,0.6009,,False,"4,000",,Delayed Quote,2025-04-29T09:30,"4,000",0.237,0.49,0.6540795,"72,165,122,048",0.62 - 0.62,True,-3.54%,1773432000,,Postal Savings Bank of China
37.67,,70250,71.95B,JPY,67.69%,14.75 - 39.412,14.75,1.05%,Mitsubishi Electric Corp.,us_market,700,0,"2,046,348,415",US,2046348415.0,71949606912.0,67.68675,EQUITY,False,14.75,-0.1078859,,1.5806869,7.76,15,-4.25,2,1777406400.0,33.45,0.84,0.37,,1.3837289,7.75774,800,33.45,1.05%,,OTC Markets OTCPK,12681,12.75,,-4.251999,CLOSED,12.745619,,,1777406400.0,1.2,37.67,55.00,14.75 - 39.41,1.05,34.32,,,2022-06-01T20:00,1.0490062,America/New_York,,PNK,700,33.45,29.3,0.37,33.45,29.30,34.795,2026-04-28T16:00,,False,False,,33.0,Equity,,"70,250",33.45,2026-02-03T16:00,Mitsubishi Electric Corporation,20.41,2025-04-28,1.20,"12,681",finmb_873902,20.41,LOW,2026-04-28,,33.45 - 33.45,35.16,1745837940.0,,en-US,EDT,,,158.07%,,,0.02438592,0.37,-10.79%,2026-04-28T16:00,33.00,,USD,MIELF,4:00PM EDT,2026-04-28,-14400000,34.323,,800,700,0.36500168,28.31%,,34.79,"12,681",33.45,1745837940.0,1770152400.0,800.0,39.41,,0.836998,200,"70,250",0.28310585,2.046B,,39.412,138.37%,27.40,,2025-04-28T10:59,1015597800000,2026-02-03,2025-04-28,2.758595,35.16,,False,200,1654128000.0,Delayed Quote,2025-04-28T10:59,200,55.0,2.76,27.40226,"71,949,606,912",33.45 - 33.45,True,2.44%,1773432000,2022-06-01,Mitsubishi Electric
266.77,0.20%,1918870,71.373B,USD,-16.07%,239.51 - 350.0,239.51,0.49%,The Cigna Group,us_market,160,0,"263,528,277",US,263528277.0,71373348864.0,-16.073233,EQUITY,True,239.51,-0.2366,,0.022717014,-22.23,15,-82.81,2,1777552200.0,270.96,-12.44,6.24,33.47098,0.11556932,-22.229553,40,270.0,2.34%,7.9827356,NYSE,1698560,158.32,2026-03-13,-82.81,CLOSED,158.325,267.73,267.733,1777552200.0,22.18,266.77,6.04,239.51 - 350.00,2.34,279.63,30.33,0.2032259,2026-03-18T20:00,0.492703,America/New_York,,NYQ,160,265.37,12.046438,1.31,265.37,12.05,265.88,2026-04-30T08:30,,False,False,33.47,262.01,Equity,,1.919M,270.965,2026-04-30T08:30,The Cigna Group,27.680008,2026-05-01,22.18,1.699M,finmb_172899,27.68,LOW,2026-04-30,Cigna Corporation,265.37 - 270.965,267.19,1777638600.0,8.808329,en-US,EDT,,7.98,2.27%,,7:43PM EDT,-0.04447506,6.24,-23.66%,2026-04-30T08:30,262.01,1773445425.0,USD,CI,4:00PM EDT,2026-04-30,-14400000,279.6264,0.54,40,160,1.31,-7.68%,30.33379,265.88,"1,698,560",270.00,1777638600.0,1777552200.0,40.0,350.00,,-12.436401,1331701,"1,918,870",-0.076807365,263.528M,0.54299927,350.0,11.56%,289.42,1.5 - Strong Buy,2026-05-01T12:30,386433000000,2026-04-30,2026-05-01,1.6876047,267.19,8.81,False,1.332M,1773878400.0,Delayed Quote,2026-05-01T12:30,"1,331,701",6.04,1.69,289.41956,"71,373,348,864",265.37 - 270.96,False,-4.45%,1773432002,2026-03-18,The Cigna
42.27,-0.17%,13097230,71.359B,USD,131.96%,17.0 - 54.69,17.00,-4.83%,Barrick Mining Corporation,us_market,700,0,"1,675,360,395",US,1675360395.0,71358906368.0,131.96037,EQUITY,True,17.0,-0.22581823,,0.01123848,8.26,15,-12.35,2,1778070600.0,44.46,-5.48,1.68,4.34906,1.4905882,8.2607,600,44.16,3.97%,9.735437,NYSE,14839970,15.85,2026-03-13,-12.349998,CLOSED,15.852,42.27,42.27,1778070600.0,2.93,42.27,0.50,17.00 - 54.69,3.97,47.82,3.77,-0.16532758,2026-03-15T20:00,-4.83255,America/New_York,,NYQ,700,42.08,14.450512,-2.15,42.08,14.45,44.49,2026-05-06T08:30,,False,False,4.35,42.3,Equity,,13.097M,44.46,2026-02-05T08:30,,25.34,2026-02-05,2.93,14.84M,finmb_249925,25.34,LOW,2026-05-06,Barrick Gold Corporation,42.08 - 44.46,42.34,1770307200.0,11.237416,en-US,EDT,,9.74,1.12%,,7:59PM EDT,-0.114637144,1.68,-22.58%,2026-05-06T08:30,42.30,1773446395.0,USD,B,4:01PM EDT,2026-05-06,-14400000,47.8222,-0.07,600,700,-2.15,24.24%,3.76777,44.49,"14,839,970",44.16,1770307200.0,1770298200.0,600.0,54.69,,-5.4822006,14464052,"13,097,230",0.24239641,1.675B,-0.069999695,54.69,149.06%,34.08,1.8 - Buy,2026-02-05T16:00,477153000000,2026-02-05,2026-02-05,2.6709564,42.34,11.24,False,14.464M,1773619200.0,Nasdaq Real Time Price,2026-02-05T16:00,"14,464,052",0.5,2.67,34.0793,"71,358,906,368",42.08 - 44.46,True,-11.46%,1773432084,2026-03-15,Barrick Mining
